,City,Reporting Period,Total emissions (metric tonnes CO2e),GHG/Capita, Population ,Year Reported,Methodology/Protocol,CityName,Country,Region,City Location
62,City of Atlanta,2014,9024235.0, 20.335 ,443775.0,2016,"The Atlanta Mayor’s Office of Sustainability uses the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC) as the framework for its annual citywide greenhouse gas (GHG) reports, which is consistent with international standards. The GPC level selected for the 2013 reports was BASIC. This level will serve as a baseline for more comprehensive reports in the future. This report included emissions from electricity and natural gas consumption, vehicles, city-owned landfills, municipal solid waste (MSW) generated inside the city but sent to landfills outside city limits, and emissions from wastewater treatment plants (WWTP), the Metropolitan Atlanta Rapid Transit Authority (MARTA), and the Hartsfield-Jackson Atlanta International Airport (excluding aviation fuel emissions). All these emitting sources are in compliance with the GPC protocol.",Atlanta,USA,North America,"(33.7489954, -84.3879824)"
135,City of Denver,2014,8942000.0, 13.470 ,663862.0,2016,"The methodology is explained in more detail in the peer-reviewed journal paper ""A Demand-Centered, Hybrid Life-Cycle Methodology for City-Scale Greenhouse Gas Inventories"" located at http://pubs.acs.org/doi/abs/10.1021/es702992q .",Denver,USA,North America,"(39.737567, -104.9847179)"
15,Auckland Council,2014,8388416.0, 5.196 ,1614400.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Auckland ,New Zealand,South Asia and Oceania,"(-36.815328, 174.741788)"
137,City of Denver,2016,8238021.0, 11.882 ,693292.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Denver,USA,North America,"(39.737567, -104.9847179)"
361,District of Columbia,2015,8026730.0, 11.784 ,681170.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Washington, DC",USA,North America,"(38.9071923, -77.0368707)"
386,Greater Amman Municipality,2016,8015906.0, 2.004 ,4000000.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Amman ,Jordan,South and West Asia,"(31.945367, 35.928372)"
120,City of Cleveland,2016,7846700.0, 19.774 ,396815.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Cleveland,USA,North America,"(41.4993, -81.6944)"
16,Auckland Council,2015,7750281.0, 4.677 ,1657200.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Auckland ,New Zealand,South Asia and Oceania,"(-36.815328, 174.741788)"
119,City of Cleveland,2015,7688447.0, 19.375 ,396815.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Cleveland,USA,North America,"(41.4993, -81.6944)"
117,City of Cincinnati,2015,7600000.0, 25.435 ,298800.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Cincinnati,USA,North America,"(39.1031, -84.512)"
116,City of Cincinnati,2015,7598473.0, 25.219 ,301301.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Cincinnati,USA,North America,"(39.1031, -84.512)"
63,City of Atlanta,2015,7580504.0, 16.839 ,450182.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Atlanta,USA,North America,"(33.7489954, -84.3879824)"
17,Auckland Council,2016,7551034.0, 4.677 ,1614400.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Auckland ,New Zealand,South Asia and Oceania,"(-36.815328, 174.741788)"
360,District of Columbia,2013,7386407.0, 10.988 ,672228.0,2016,"Emissions reported here are based on the GPC. Previous inventories, and the District's baseline were calculated using the U.S. community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)","Washington, DC",USA,North America,"(38.9071923, -77.0368707)"
115,City of Cincinnati,2015,7318055.0, 24.512 ,298550.0,2017,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Cincinnati,USA,North America,"(39.1031, -84.512)"
362,District of Columbia,2016,7270052.0, 10.476 ,693972.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Washington, DC",USA,North America,"(38.9071923, -77.0368707)"
385,Greater Amman Municipality,2014,7215407.0, 1.947 ,3705490.0,2017,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Amman ,Jordan,South and West Asia,"(31.945367, 35.928372)"
79,City of Boston,2015,6462495.0, 9.653 ,669469.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Boston,USA,North America,"(42.3584308, -71.0597732)"
81,City of Boston,2017,6146099.0, 8.998 ,683015.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Boston,USA,North America,"(42.3584308, -71.0597732)"
80,City of Boston,2016,6116644.0, 9.091 ,672840.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Boston,USA,North America,"(42.3584308, -71.0597732)"
78,City of Boston,2014,6066182.0, 9.390 ,646000.0,2016,"For its inventory, the City of Boston relies on a mix of actual measurements and modeled calculations. Actual measurements are available for electricity, natural gas, and steam (obtained directly from energy utilities), and all sources related to mass transit, the airport, and water and sewer (obtained from the regional authorities). Regional transportation models are used to calculate vehicle-miles-traveled in Boston, which are then split into diesel and gasoline based on the State diesel and gas consumption split. Then each fuel type is divided into the average fleet mix categories (ICLEI 2009) and the EPA emissions factor for each vehicle type are applied to calculate the GHG. A 10% ethanol content for gasoline is also accounted for. Fuel oil consumption is estimated based on sampling, U.S. Census data, and some state consumption figures.",Boston,USA,North America,"(42.3584308, -71.0597732)"
351,Comune di Milano,2013,5976779.0, 4.425 ,1350680.0,2016,"We didn't adopt any specific Protocol, anyway, let apart a few details, the adopted methodology is compliant with the GPC Protocol. Just part of it. With respect to compact basic requirements (first year after the adhesion) only urban railway is missing, we are collecting data regarding this",Milano,Italy,Europe,POINT (9.08635 45.8026)
352,Comune di Milano,2015,5965718.0, 4.276 ,1395274.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Milano,Italy,Europe,POINT (9.08635 45.8026)
523,Suwon City,2013,5775155.0, 4.726 ,1221973.0,2016,,Suwon,Republic of Korea,East Asia,POINT (126.805 37.17)
525,Suwon City,2016,5736865.0, 4.618 ,1242212.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Suwon,Republic of Korea,East Asia,POINT (126.805 37.17)
524,Suwon City,2015,5611628.0, 4.524 ,1240480.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Suwon,Republic of Korea,East Asia,POINT (126.805 37.17)
440,Municipality of Belo Horizonte,2015,5385703.0, 2.268 ,2375151.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Belo Horizonte,Brazil,Latin America,"(-19.916681, -43.934493)"
285,City of San Francisco,2012,5381687.0, 6.223 ,864816.0,2016,"Used ICLEI U.S. Community Protocol to verify calendar year 2012 emissions. During November 2015, the city reshaped and scoped calendar year 2012 emissions according to the new GPC BASIC framework to Compact of Mayors requirements. The GPC expanded the scope of the verified 2012 inventory to report sources such as from natural gas leakage from the distribution system, district electricity, transmission and distribution electric losses, wastewater, agriculture/farming, ships and boats (non-ferry), off-road equipment and stationary sources. This resulted in a higher emission number than originally verified by a third party.",San Francisco,USA,North America,"(37.7749295, -122.4194155)"
219,City of Melbourne,2014,5319010.0, 39.014 ,136336.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Melbourne,Australia,South Asia and Oceania,"(-37.814107, 144.96328)"
353,Comune di Milano,2017,5266149.0, 3.750 ,1404431.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Milano,Italy,Europe,POINT (9.08635 45.8026)
297,City of Seattle,2012,5222000.0, 7.883 ,662400.0,2016,Please see detailed source notes throughout the inventory document.,Seattle,USA,North America,"(47.6062, -122.3321)"
287,City of San Francisco,2016,5108064.0, 5.865 ,870887.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",San Francisco,USA,North America,"(37.7749295, -122.4194155)"
59,City of Athens,2015,5053422.0, 7.610 ,664046.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Athens,Greece,Europe,"(37.98381, 23.727539)"
288,City of San Francisco,2017,5005861.0, 5.660 ,884363.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),San Francisco,USA,North America,"(37.7749295, -122.4194155)"
286,City of San Francisco,2015,4981652.0, 5.760 ,864816.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",San Francisco,USA,North America,"(37.7749295, -122.4194155)"
225,City of Minneapolis,2014,4794708.0, 11.775 ,407207.0,2016,A note regarding how double counting is avoided for stationary sources: - natural gas consumption at stationary sources is removed from natural gas total and the associated emissions are part of the electricity sector. - electricity production due to waste incineration is removed from the electricity total and the associated emissions are part of solid waste sector.,Minneapolis,USA,North America,"(44.983334, -93.26667)"
226,City of Minneapolis,2014,4758487.0, 11.580 ,410939.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Minneapolis,USA,North America,"(44.983334, -93.26667)"
58,City of Athens,2014,4711576.0, 7.095 ,664046.0,2016,,Athens,Greece,Europe,"(37.98381, 23.727539)"
338,City of Wroclaw,2016,4708212.0, 7.373 ,638600.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Wroclaw,Poland,Europe,"(51.107885, 17.038538)"
476,Pingtung County Government,2015,4682214.0, 5.642 ,829939.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Pingtung ,Taiwan,East Asia,"(22.6558, 120.4703)"
221,City of Melbourne,2017,4678193.0, 30.945 ,151176.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Melbourne,Australia,South Asia and Oceania,"(-37.814107, 144.96328)"
475,Pingtung County Government,2013,4662550.0, 5.579 ,835792.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Pingtung ,Taiwan,East Asia,"(22.6558, 120.4703)"
339,City of Wroclaw,2017,4654742.0, 7.266 ,640600.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Wroclaw,Poland,Europe,"(51.107885, 17.038538)"
474,Pingtung County Government,2013,4604805.0, 5.476 ,840931.0,2016,,Pingtung ,Taiwan,East Asia,"(22.6558, 120.4703)"
439,Municipality of Belo Horizonte,2015,4494883.0, 1.788 ,2513451.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Belo Horizonte,Brazil,Latin America,"(-19.916681, -43.934493)"
444,Municipality of Curitiba,2013,4421196.0, 2.524 ,1751907.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Curitiba,Brazil,Latin America,"(-25.431063, -49.264693)"
441,Municipality of Belo Horizonte,2016,4393301.0, 1.748 ,2513451.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Belo Horizonte,Brazil,Latin America,"(-19.916681, -43.934493)"
60,City of Athens,2016,4391579.0, 6.613 ,664046.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Athens,Greece,Europe,"(37.98381, 23.727539)"
190,City of Knoxville,2015,4384810.0, 23.544 ,186239.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Knoxville,USA,North America,"(35.9606, -83.9207)"
189,City of Knoxville,2015,4383703.0, 23.658 ,185291.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Knoxville,USA,North America,"(35.9606, -83.9207)"
220,City of Melbourne,2015,4372420.0, 31.710 ,137889.0,2016,"City of Melbourne includes the emissions sources categorised in the GPC. Emissions sources are converted to CO2e using the emissions factors listed in the Australian National Greenhouse Accounts. * Electricity, gas and water data was provided directly by the utility companies. * Emissions from private vehicle use were estimated using a transport model built by Council which incorporates data from twice yearly traffic surveys and data on vehicle use collected by the Australian Bureau of Statistics. *The amount of waste produced within the municipality was estimated from a waste survey commissioned by Council and conducted in 2012. *Water-borne emissions were included from a private study commissioned by the Port Authority in 2012.",Melbourne,Australia,South Asia and Oceania,"(-37.814107, 144.96328)"
446,Municipality of Curitiba,2016,4345663.0, 2.481 ,1751907.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Curitiba,Brazil,Latin America,"(-25.431063, -49.264693)"
228,City of Minneapolis,2018,4299864.0, 10.181 ,422331.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Minneapolis,USA,North America,"(44.983334, -93.26667)"
443,Municipality of Curitiba,2013,4125853.0, 2.355 ,1751907.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Curitiba,Brazil,Latin America,"(-25.431063, -49.264693)"
227,City of Minneapolis,2016,4117293.0, 9.804 ,419952.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Minneapolis,USA,North America,"(44.983334, -93.26667)"
337,City of Wroclaw,2015,4065219.0, 6.394 ,635759.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Wroclaw,Poland,Europe,"(51.107885, 17.038538)"
188,City of Knoxville,2012,3999874.0, 21.705 ,184281.0,2016,ICLEI Clean Air and Climate Protection,Knoxville,USA,North America,"(35.9606, -83.9207)"
313,City of Sydney,2015,3783982.0, 17.939 ,210931.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Sydney,Australia,South Asia and Oceania,"(-33.8674869, 151.2069902)"
314,City of Sydney,2016,3717748.0, 15.941 ,233219.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Sydney,Australia,South Asia and Oceania,"(-33.8674869, 151.2069902)"
316,City of Sydney,2018,3682686.0, 14.750 ,249676.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Sydney,Australia,South Asia and Oceania,"(-33.8674869, 151.2069902)"
315,City of Sydney,2017,3677319.0, 15.308 ,240229.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Sydney,Australia,South Asia and Oceania,"(-33.8674869, 151.2069902)"
312,City of Sydney,2015,3556529.0, 17.320 ,205339.0,2016,"Traditionally the City of Sydney has calculated city-wide GHG emissions based on the CCAP reporting tool by Kinesis - a private consultancy commissioned by the City. Recently the City has also developed GPC BASIC inventories for the 2005/06, 2013/14 and 2014/15 years to be compliant with the Compact of Mayors. The GPC BASIC inventories show lower emissions compared with inventories based on the CCAP tool due to different methodologies and emissions sources. Future year’s reports may be subject to change as the City of Sydney will be updating its inventories in the short term for achieving beyond GPC BASIC compliance.",Sydney,Australia,South Asia and Oceania,"(-33.8674869, 151.2069902)"
61,City of Athens,2017,3537650.0, 5.327 ,664046.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Athens,Greece,Europe,"(37.98381, 23.727539)"
445,Municipality of Curitiba,2016,3505046.0, 1.851 ,1893997.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Curitiba,Brazil,Latin America,"(-25.431063, -49.264693)"
299,City of Seattle,2014,3471000.0, 5.240 ,662400.0,2017,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Seattle,USA,North America,"(47.6062, -122.3321)"
298,City of Seattle,2014,3470000.0, 4.786 ,725000.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Seattle,USA,North America,"(47.6062, -122.3321)"
5,Ajuntament de Barcelona,2014,3329110.0, 2.069 ,1608746.0,2017,Other,Barcelona,Spain,Europe,"(41.382271, 2.177506)"
438,Municipality of Belo Horizonte,2013,3241713.0, 1.295 ,2502557.0,2016,"GHG emissions by fuel consumption -Different concentrations of biofuels (ethanol and biodiesel) were established by the national authority for the distribution of Automotive Gasoline and Diesel. These concentrations were considered in the calculations and applied to the total of each fuel checked for the municipality, according to regulatory developments in the industry. GHG emissions for electricity consumption - The indirect CO2 emissions per electricity consumption were calculated taking into account the average emission factor of the National Interconnected System in each year of the period considered. GHG emissions per treatment and release of liquid effluents - Belo Horizonte has 4 sewage treatment plants (STP) in operation, which are emitting methane and nitrous oxide.There are a fifth STP that employs physicolchemical processes that do not emit greenhouse gases. A fraction of sewage collected in Belo Horizonte is not forwarded to any treatment plant, being deposited directly into the water body; another fraction of wastewater, which is not collected, it is presumably treated in septic systems (septic tanks), followed by infiltration. GHG emissions by treating municipal solid waste - Landfill - The solids waste generated in Belo Horizonte are taken for disposal in landfill (CTR Macaúbas), where there is no biogas recovery system. It was assumed that 100% of the biogas generated in massive municipal solid waste is released into the atmosphere. A fraction of the waste collected in the city is still willing to massive treatment center CTR-BR-040 in Belo Horizonte, in a separate area where, from 2010, began a system of thermoelectric generation from biogas generated at the landfill. Thus, biogas derived from the ancient massive waste should not be considered in the GHG inventory from 2010. Is it considered only the fraction derived from the provisions in recent separate area and not covered by biogas recovery system. It is worth mentioning that according to this model first-order decay, For purposes of this inventory, we adopted a period of 10 (ten) years as horizon degradation of waste within the massif. Composting - BH also conducts composting for organic waste. These activities take place in the CTRS Rod BR-040 and may incur nitrous oxide and methane.",Belo Horizonte,Brazil,Latin America,"(-19.916681, -43.934493)"
210,"City of London, ON",2014,3160000.0, 8.294 ,381000.0,2017,International Emissions Analysis Protocol (ICLEI),"London, ON",Canada,North America,"(42.9837, -81.2497)"
209,"City of London, ON",2014,3070000.0, 8.187 ,375000.0,2016,as adapted by ICLEI Canada for use in the FCM's Partners for Climate Protection Program,"London, ON",Canada,North America,"(42.9837, -81.2497)"
442,Municipality of Curitiba,2013,3036279.0, 1.733 ,1751907.0,2016,Developed in partnership with ICLEI/URBAN LEDS Project,Curitiba,Brazil,Latin America,"(-25.431063, -49.264693)"
211,"City of London, ON",2016,2911300.0, 7.585 ,383822.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","London, ON",Canada,North America,"(42.9837, -81.2497)"
8,Ajuntament de Barcelona,2018,2835426.0, 1.732 ,1636762.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Barcelona,Spain,Europe,"(41.382271, 2.177506)"
6,Ajuntament de Barcelona,2015,2822928.0, 1.759 ,1604555.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Barcelona,Spain,Europe,"(41.382271, 2.177506)"
7,Ajuntament de Barcelona,2017,2812730.0, 1.736 ,1620343.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Barcelona,Spain,Europe,"(41.382271, 2.177506)"
238,City of Oakland,2013,2733664.0, 6.335 ,431500.0,2016,(ICLEI / The Climate Registry / California Climate Action Registry / California Air Resource Board),Oakland,USA,North America,"(37.8044, -122.2708)"
328,City of Vancouver,2017,2698097.0, 4.273 ,631486.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Vancouver,Canada,North America,"(49.261226, -123.1139268)"
329,City of Vancouver,2018,2551251.0, 3.970 ,642686.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Vancouver,Canada,North America,"(49.261226, -123.1139268)"
308,City of Stockholm,2012,2511000.0, 2.784 ,901989.0,2016,"The Stockholm proprietary method The total emissions for the community include (Scope 1 & 2 as defined in ""International standard for determining GHG for cities"" Version 2.1 and ""Global protocol for community-scale GHG (GPD)"" Pilot Version 1.0”. Scope 3 defined as the life cycle emissions of the energy use): Scope 1 & 3 emissions from district heating & cooling system and other in-boundary fuel combustion for heating Scope 2 & 3 emissions of the house-hold electricity consumption within the community boundary Scope 1 & 3 emissions of use of gas e.g. cooking Scope 2 & 3 emissions for electricity use in the transportation system (metro, commuter, train) within the community Scope 1 & 3 emissions for the fuel consumption from road traffic, non-road vehicles and shipping, & scope 1 emissions from aviation (within the landing & take-off cycle, i.e. up to 915m). This means that scope 3 emissions from transport of inhabitants outside the community boundary is not included (but transport of non-inhabitants within the community boundary is). Emission from household waste incineration is embedded in the district heating emissions, since household waste is a source of energy used in district heating. Energy use for waste-water handling is included in the total community energy use. Emission factors are collected from a report published by Swedish Environmental Research Institute Ltd. (IVL) in 2001 and Thermal Engineering Research Institute (Värmeforsk) in 2011. The reports are widely used and acknowledged. The global warming potentials are GWP100 from IPCC 2007, as recommended by the Swedish Environmental Protection Agency (SEPA). Energy statistics are collected from different sources: district heating & gas statistics are collected from the companies; electricity statistics is compiled and collected from Statistics Sweden; emissions from road transport is modeled using an extensive emission model combined with a road model over Stockholm (includes a variety vehicles, speeds, road types etc) and non-road emissions are taken from Statistics Sweden; marine emissions within the community boundary are based on emissions & energy use presented in environmental reports from shipping companies and Ports of Stockholm.",Stockholm,Sweden,Europe,"(59.3293235, 18.0685808)"
327,City of Vancouver,2015,2499107.0, 3.958 ,631486.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Vancouver,Canada,North America,"(49.261226, -123.1139268)"
333,City of Windsor,2014,2475703.0, 11.739 ,210891.0,2016,,Windsor,Canada,North America,"(42.314937, -83.036363)"
240,City of Oakland,2015,2462536.0, 5.863 ,420000.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Oakland,USA,North America,"(37.8044, -122.2708)"
326,City of Vancouver,2014,2442602.0, 4.047 ,603500.0,2016,The City has compiled a GPC-compliant inventory for 2014 as a Compact of Mayors signatory.,Vancouver,Canada,North America,"(49.261226, -123.1139268)"
182,City of Indianapolis,2013,2160365.0, 2.533 ,853000.0,2017,Other: Hestia Project,Indianapolis,USA,North America,"(39.767625, -86.178469)"
181,City of Indianapolis,2013,2160365.0, 2.542 ,850000.0,2016,The data was been collected through the Hestia Project by researchers at Purdue University and collaborators. It is based on direct measurements (with monitors and aircraft) and extensive modeling. (hestia.project.asu.edu/) http://hestia.project.asu.edu/uploads/Gurney.ES&T.2012.final.proof.pdf,Indianapolis,USA,North America,"(39.767625, -86.178469)"
335,City of Windsor,2018,2111433.0, 9.032 ,233763.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Windsor,Canada,North America,"(42.314937, -83.036363)"
334,City of Windsor,2014,1898713.0, 8.742 ,217188.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Windsor,Canada,North America,"(42.314937, -83.036363)"
310,City of Stockholm,2016,1823388.0, 1.949 ,935619.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Stockholm,Sweden,Europe,"(59.3293235, 18.0685808)"
309,City of Stockholm,2015,1796590.0, 1.945 ,923516.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Stockholm,Sweden,Europe,"(59.3293235, 18.0685808)"
239,City of Oakland,2015,1745827.0, 4.167 ,419000.0,2017,Other: ICLEI Community Protocol,Oakland,USA,North America,"(37.8044, -122.2708)"
197,City of Lakewood,2007,1727860.0, 11.547 ,149643.0,2016,"Hybrid Demand-Center Life Cycle Assessment Methodology developed by Ramaswami et. al.: The City of Lakewood GHG Emissions Inventory assesses 2007 GHG emissions using a hybrid demand-center life cycle assessment methodology developed by Ramaswami et. al. The method uses the standard Local Government Operations Protocol (LGOP) released by ICLEI\-Local Governments for Sustainability to report GHG emissions from in-boundary activities. Out-of-boundary activities critical to a community such as the provision of food, water, fuels and dwellings are added to the in-boundary activities to yield an expanded inventory that becomes a more comprehensive “carbon emissions footprint”. In 2015, the City of Lakewood worked with a GHG emissions analyst and updated the 2007 report figures based on more accurate electricity and surface transportation emission factors.",Lakewood,USA,North America,"(39.7047, -105.0814)"
82,City of Boulder,2012,1721996.0, 16.430 ,104810.0,2016,"This protocol was adopted for the 2012 inventory. Previous inventories followed a different methodology making an apples to apples comparison difficult. It is the city's intention to follow the GPC, in addition to the U.S. Community Protocol, for the 2015 inventory, expected completion by December 2016.",Boulder,USA,North America,"(40.0274, -105.2519)"
311,City of Stockholm,2017,1715597.0, 1.806 ,949761.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Stockholm,Sweden,Europe,"(59.3293235, 18.0685808)"
83,City of Boulder,2015,1701551.0, 15.878 ,107167.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Boulder,USA,North America,"(40.0274, -105.2519)"
538,The Hague,2016,1695093.0, 3.224 ,525745.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",The Hague,Netherlands,Europe,POINT (4.3007 52.0705)
198,City of Lakewood,2015,1652223.0, 10.703 ,154368.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Lakewood,USA,North America,"(39.7047, -105.0814)"
84,City of Boulder,2016,1598862.0, 14.708 ,108707.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Boulder,USA,North America,"(40.0274, -105.2519)"
539,The Hague,2017,1552832.0, 2.881 ,539040.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The Hague,Netherlands,Europe,POINT (4.3007 52.0705)
540,The Hague,2018,1519207.0, 2.778 ,546847.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The Hague,Netherlands,Europe,POINT (4.3007 52.0705)
199,City of Lakewood,2018,1480119.0, 9.549 ,155000.0,2019,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Lakewood,USA,North America,"(39.7047, -105.0814)"
184,City of Iowa City,2013,1298620.0, 17.689 ,73415.0,2016,The methodology that was used was through ICLEI in 2009 using Clean Air and Climate Protection (CACP2009) software.,Iowa ,USA,North America,"(41.6611, -91.5302)"
571,Wellington City Council,2015,1084979.0, 5.324 ,203800.0,2016,,Wellington,New Zealand,South Asia and Oceania,"(26.661763, -80.268357)"
185,City of Iowa City,2015,1045993.0, 14.093 ,74220.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Iowa ,USA,North America,"(41.6611, -91.5302)"
519,Stadt Heidelberg,2015,967417.0, 6.447 ,150054.0,2018,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Heidelberg,Germany,Europe,"(49.398752, 8.672434)"
572,Wellington City Council,2018,953146.0, 4.530 ,210400.0,2020,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Wellington,New Zealand,South Asia and Oceania,"(26.661763, -80.268357)"
